id,fecha,producto,unidades,precio,subtotal,tasa_iva,iva,total,departamento
1563,1/5/19,Bebidas,8,412,3296,0%,0,3296,Lavalleja
1564,26/4/19,Otros,6,296,1776,10%,177.6,1953.6,Salto
1565,30/6/20,Higiene,10,232,2320,22%,510.4,2830.4,Paysandú
1566,13/2/20,Otros,5,202,1010,10%,101,1111,Maldonado
1567,1/10/19,Higiene,2,119,238,10%,23.8,261.8,Soriano
1568,9/1/19,Higiene,1,166,166,10%,16.6,182.6,Rocha
1569,29/3/19,Otros,1,184,184,22%,40.48,224.48,Canelones
1570,5/7/20,Limpieza,1,78,78,22%,17.16,95.16,San José
1571,18/7/19,Bebidas,3,421,1263,10%,126.3,1389.3,Soriano
1572,2/4/20,Otros,9,245,2205,10%,220.5,2425.5,Soriano
1573,25/9/20,Alimentos,10,334,3340,22%,734.8,4074.8,Maldonado
1574,3/5/20,Limpieza,8,92,736,10%,73.6,809.6,Cerro Largo
1575,5/8/19,Limpieza,3,261,783,0%,0,783,Durazno
1576,11/6/20,Alimentos,10,143,1430,22%,314.6,1744.6,Durazno
1577,11/3/19,Limpieza,2,78,156,0%,0,156,Florida
1578,11/5/20,Alimentos,10,59,590,22%,129.8,719.8,Lavalleja
1579,27/1/20,Limpieza,10,48,480,0%,0,480,Rivera
1580,8/11/19,Limpieza,4,28,112,10%,11.2,123.2,Rocha
1581,16/4/20,Alimentos,10,177,1770,10%,177,1947,Durazno
1582,24/4/19,Bebidas,4,26,104,0%,0,104,Durazno
1583,11/5/20,Higiene,10,198,1980,10%,198,2178,Artigas
1584,25/4/20,Bebidas,10,342,3420,0%,0,3420,Paysandú
1585,8/6/20,Bebidas,9,286,2574,10%,257.4,2831.4,Canelones
1586,1/7/19,Otros,10,412,4120,0%,0,4120,Montevideo
1587,20/5/19,Limpieza,9,294,2646,10%,264.6,2910.6,Soriano
1588,3/2/20,Higiene,1,309,309,10%,30.9,339.9,Montevideo
1589,2/8/20,Limpieza,10,38,380,0%,0,380,Montevideo
1590,9/2/19,Otros,4,150,600,22%,132,732,Flores
1591,21/2/20,Otros,1,281,281,22%,61.82,342.82,Rocha
1592,24/7/19,Alimentos,3,278,834,10%,83.4,917.4,Montevideo
1593,6/6/19,Limpieza,4,299,1196,0%,0,1196,Colonia
1594,1/7/19,Otros,8,106,848,22%,186.56,1034.56,Florida
1595,18/2/19,Limpieza,4,398,1592,0%,0,1592,Maldonado
1596,16/8/20,Alimentos,7,108,756,22%,166.32,922.32,Rocha
1597,9/3/20,Limpieza,3,379,1137,0%,0,1137,Florida
1598,22/9/19,Higiene,9,128,1152,10%,115.2,1267.2,Paysandú
1599,2/1/20,Otros,1,312,312,22%,68.64,380.64,Maldonado
1600,13/4/19,Bebidas,1,465,465,10%,46.5,511.5,Salto
1601,8/9/19,Alimentos,2,470,940,10%,94,1034,Montevideo
1602,5/12/19,Higiene,2,468,936,22%,205.92,1141.92,Treinta y Tres
1603,18/12/19,Otros,1,485,485,22%,106.7,591.7,Artigas
1604,26/6/19,Alimentos,7,210,1470,0%,0,1470,Rocha
1605,15/3/19,Bebidas,8,445,3560,22%,783.2,4343.2,Florida
1606,18/8/20,Bebidas,8,448,3584,22%,788.48,4372.48,Florida
1607,6/11/19,Bebidas,7,462,3234,0%,0,3234,Florida
1608,12/10/19,Otros,2,319,638,10%,63.8,701.8,Lavalleja
1609,31/8/19,Otros,3,338,1014,22%,223.08,1237.08,Río Negro
1610,25/3/20,Otros,2,427,854,22%,187.88,1041.88,Tacuarembó
1611,20/4/19,Higiene,6,311,1866,10%,186.6,2052.6,Montevideo
1612,6/6/20,Alimentos,10,87,870,22%,191.4,1061.4,Treinta y Tres
1613,11/10/19,Otros,8,200,1600,22%,352,1952,Flores
1614,9/6/20,Bebidas,4,136,544,10%,54.4,598.4,Canelones
1615,30/3/19,Higiene,7,133,931,0%,0,931,Soriano
1616,12/6/20,Alimentos,10,457,4570,10%,457,5027,Treinta y Tres
1617,2/4/19,Alimentos,9,140,1260,0%,0,1260,Canelones
1618,5/11/19,Bebidas,5,450,2250,0%,0,2250,Salto
1619,15/9/20,Otros,1,170,170,22%,37.4,207.4,Canelones
1620,1/1/20,Limpieza,4,251,1004,0%,0,1004,Río Negro
1621,24/7/20,Limpieza,8,494,3952,0%,0,3952,Río Negro
1622,26/9/19,Otros,1,299,299,10%,29.9,328.9,Canelones
1623,25/1/20,Otros,10,204,2040,10%,204,2244,Durazno
1624,6/6/19,Limpieza,10,284,2840,22%,624.8,3464.8,San José
1625,27/1/20,Alimentos,3,283,849,10%,84.9,933.9,Cerro Largo
1626,2/8/20,Otros,5,389,1945,0%,0,1945,Cerro Largo
1627,6/3/19,Limpieza,7,395,2765,10%,276.5,3041.5,Treinta y Tres
1628,2/11/19,Higiene,5,151,755,10%,75.5,830.5,Río Negro
1629,15/11/19,Alimentos,4,80,320,22%,70.4,390.4,Durazno
1630,5/8/20,Otros,10,25,250,22%,55,305,Río Negro
1631,29/7/20,Otros,10,460,4600,0%,0,4600,Rocha
1632,18/3/19,Bebidas,5,341,1705,22%,375.1,2080.1,Florida
1633,10/9/20,Alimentos,2,494,988,10%,98.8,1086.8,Canelones
1634,21/7/20,Bebidas,4,225,900,0%,0,900,Flores
1635,27/1/20,Alimentos,7,195,1365,10%,136.5,1501.5,Tacuarembó
1636,24/8/20,Bebidas,5,376,1880,22%,413.6,2293.6,Rivera
1637,28/3/19,Alimentos,9,373,3357,10%,335.7,3692.7,Río Negro
1638,4/10/19,Alimentos,4,33,132,10%,13.2,145.2,Florida
1639,17/4/19,Bebidas,10,171,1710,10%,171,1881,Montevideo
1640,18/8/19,Higiene,9,358,3222,22%,708.84,3930.84,Rocha
1641,29/7/19,Otros,10,475,4750,10%,475,5225,Montevideo
1642,27/4/20,Bebidas,5,32,160,0%,0,160,Salto
1643,24/6/20,Limpieza,5,17,85,10%,8.5,93.5,Río Negro
1644,24/11/19,Otros,8,43,344,0%,0,344,Colonia
1645,5/1/20,Limpieza,8,418,3344,22%,735.68,4079.68,San José
1646,8/12/19,Limpieza,3,363,1089,0%,0,1089,Treinta y Tres
1647,2/6/20,Bebidas,9,94,846,10%,84.6,930.6,San José
1648,26/12/19,Bebidas,7,409,2863,10%,286.3,3149.3,Tacuarembó
1649,22/7/19,Otros,5,161,805,10%,80.5,885.5,Cerro Largo
1650,14/10/19,Higiene,2,248,496,10%,49.6,545.6,Artigas
1651,18/10/19,Higiene,7,368,2576,0%,0,2576,Río Negro
1652,11/5/19,Otros,10,424,4240,0%,0,4240,Soriano
1653,25/8/20,Alimentos,4,72,288,22%,63.36,351.36,Lavalleja
1654,21/2/19,Otros,2,192,384,22%,84.48,468.48,San José
1655,9/7/20,Higiene,8,364,2912,0%,0,2912,Montevideo
1656,7/3/20,Alimentos,2,106,212,10%,21.2,233.2,Tacuarembó
1657,18/1/20,Limpieza,3,276,828,22%,182.16,1010.16,Soriano
1658,5/8/19,Higiene,9,207,1863,10%,186.3,2049.3,Treinta y Tres
1659,2/3/20,Bebidas,8,486,3888,10%,388.8,4276.8,Artigas
1660,17/6/20,Bebidas,4,398,1592,22%,350.24,1942.24,Durazno
1661,17/7/19,Otros,1,20,20,10%,2,22,Lavalleja
1662,14/1/20,Alimentos,2,301,602,22%,132.44,734.44,San José
1663,21/7/20,Bebidas,6,113,678,0%,0,678,Soriano
1664,26/8/20,Alimentos,10,387,3870,10%,387,4257,Lavalleja
1665,21/2/19,Otros,7,177,1239,10%,123.9,1362.9,Río Negro
1666,21/3/19,Bebidas,7,79,553,22%,121.66,674.66,San José
1667,2/7/19,Otros,3,320,960,10%,96,1056,Maldonado
1668,11/2/20,Limpieza,1,189,189,0%,0,189,Maldonado
1669,5/2/19,Otros,10,289,2890,10%,289,3179,Maldonado
1670,21/3/20,Higiene,2,464,928,22%,204.16,1132.16,Flores
1671,16/5/19,Otros,10,453,4530,0%,0,4530,Canelones
1672,21/8/19,Otros,6,498,2988,0%,0,2988,Durazno
1673,10/3/20,Higiene,1,109,109,22%,23.98,132.98,Cerro Largo
1674,27/3/19,Limpieza,1,299,299,10%,29.9,328.9,Lavalleja
1675,11/4/20,Alimentos,4,189,756,0%,0,756,Artigas
1676,17/1/20,Higiene,2,404,808,10%,80.8,888.8,Maldonado
1677,15/1/19,Alimentos,6,69,414,22%,91.08,505.08,Colonia
1678,18/6/19,Alimentos,1,154,154,22%,33.88,187.88,Paysandú
1679,12/8/20,Alimentos,10,78,780,0%,0,780,Florida
1680,22/2/20,Limpieza,10,168,1680,0%,0,1680,Canelones
1681,24/11/19,Otros,10,16,160,10%,16,176,Lavalleja
1682,28/12/19,Alimentos,9,253,2277,22%,500.94,2777.94,Durazno
1683,6/8/19,Limpieza,8,169,1352,10%,135.2,1487.2,Soriano
1684,17/6/19,Limpieza,1,148,148,10%,14.8,162.8,Rivera
1685,6/1/19,Bebidas,4,269,1076,0%,0,1076,Treinta y Tres
1686,10/5/20,Higiene,5,450,2250,22%,495,2745,Lavalleja
1687,13/6/20,Bebidas,6,20,120,0%,0,120,Artigas
1688,8/1/19,Otros,4,129,516,0%,0,516,Artigas
1689,17/9/20,Alimentos,6,338,2028,22%,446.16,2474.16,Río Negro
1690,20/9/19,Higiene,1,41,41,22%,9.02,50.02,Paysandú
1691,19/3/20,Higiene,1,310,310,22%,68.2,378.2,Maldonado
1692,21/6/19,Bebidas,5,258,1290,10%,129,1419,Salto
1693,2/6/20,Limpieza,10,58,580,0%,0,580,Paysandú
1694,16/10/19,Alimentos,7,66,462,10%,46.2,508.2,Tacuarembó
1695,29/7/20,Higiene,8,197,1576,10%,157.6,1733.6,Rocha
1696,3/3/19,Bebidas,4,136,544,0%,0,544,Río Negro
1697,11/3/19,Bebidas,4,464,1856,0%,0,1856,Salto
1698,24/6/19,Higiene,6,102,612,10%,61.2,673.2,Rocha
1699,14/2/19,Limpieza,1,483,483,10%,48.3,531.3,Paysandú
1700,29/1/19,Otros,9,249,2241,0%,0,2241,Paysandú
1701,3/8/19,Higiene,6,248,1488,10%,148.8,1636.8,Paysandú
1702,1/6/20,Higiene,3,148,444,10%,44.4,488.4,Canelones
1703,8/7/20,Bebidas,2,51,102,0%,0,102,Rivera
1704,10/1/20,Otros,9,497,4473,10%,447.3,4920.3,Rivera
1705,14/1/19,Higiene,2,153,306,22%,67.32,373.32,Soriano
1706,11/6/20,Bebidas,8,387,3096,22%,681.12,3777.12,Cerro Largo
1707,2/8/20,Higiene,10,361,3610,10%,361,3971,Tacuarembó
1708,19/2/20,Higiene,2,285,570,0%,0,570,Treinta y Tres
1709,30/9/19,Otros,8,237,1896,10%,189.6,2085.6,Flores
1710,31/7/19,Otros,1,31,31,22%,6.82,37.82,Río Negro
1711,3/2/19,Limpieza,6,124,744,0%,0,744,Río Negro
1712,24/1/19,Higiene,4,132,528,10%,52.8,580.8,Salto
1713,4/4/20,Otros,2,175,350,22%,77,427,Durazno
1714,11/9/20,Alimentos,8,48,384,10%,38.4,422.4,Maldonado
1715,8/6/19,Higiene,1,146,146,22%,32.12,178.12,Maldonado
1716,9/4/20,Limpieza,2,58,116,22%,25.52,141.52,Maldonado
1717,3/3/20,Higiene,8,19,152,10%,15.2,167.2,Florida
1718,5/8/19,Bebidas,4,125,500,10%,50,550,Durazno
1719,25/11/19,Limpieza,2,216,432,10%,43.2,475.2,Salto
1720,8/3/19,Otros,2,23,46,10%,4.6,50.6,Rocha
1721,20/9/19,Higiene,7,24,168,0%,0,168,Montevideo
1722,31/1/19,Higiene,10,463,4630,10%,463,5093,Artigas
1723,29/7/20,Limpieza,1,459,459,0%,0,459,Colonia
1724,31/12/19,Bebidas,10,237,2370,0%,0,2370,Río Negro
1725,15/12/19,Limpieza,9,135,1215,0%,0,1215,Río Negro
1726,26/6/20,Higiene,7,241,1687,22%,371.14,2058.14,Soriano
1727,5/9/20,Alimentos,1,157,157,10%,15.7,172.7,Colonia
1728,17/9/19,Otros,8,338,2704,10%,270.4,2974.4,Rocha
1729,16/3/19,Higiene,2,383,766,10%,76.6,842.6,Flores
1730,4/10/19,Higiene,5,271,1355,10%,135.5,1490.5,Flores
1731,15/7/20,Alimentos,8,201,1608,10%,160.8,1768.8,Tacuarembó
1732,22/7/20,Otros,5,310,1550,0%,0,1550,Cerro Largo
1733,19/6/20,Higiene,9,300,2700,10%,270,2970,Tacuarembó
1734,19/1/19,Bebidas,6,262,1572,22%,345.84,1917.84,Canelones
1735,21/10/19,Otros,4,322,1288,0%,0,1288,Lavalleja
1736,6/11/19,Alimentos,3,421,1263,0%,0,1263,Salto
1737,12/4/19,Otros,5,177,885,10%,88.5,973.5,Salto
1738,30/4/19,Higiene,8,489,3912,22%,860.64,4772.64,Paysandú
1739,22/9/19,Alimentos,4,118,472,22%,103.84,575.84,Paysandú
1740,13/6/19,Limpieza,10,91,910,10%,91,1001,Tacuarembó
1741,26/4/19,Limpieza,10,164,1640,22%,360.8,2000.8,Maldonado
1742,4/2/20,Limpieza,1,141,141,0%,0,141,Artigas
1743,9/10/19,Alimentos,1,93,93,22%,20.46,113.46,Durazno
1744,30/9/20,Bebidas,8,255,2040,0%,0,2040,Rocha
1745,1/5/19,Alimentos,4,268,1072,10%,107.2,1179.2,Durazno
1746,5/7/19,Alimentos,2,295,590,0%,0,590,Treinta y Tres
1747,10/4/19,Bebidas,3,360,1080,22%,237.6,1317.6,Paysandú
1748,13/6/19,Alimentos,1,449,449,0%,0,449,Artigas
1749,23/3/20,Otros,4,475,1900,0%,0,1900,Salto
1750,12/1/19,Alimentos,7,181,1267,0%,0,1267,Soriano
1751,20/10/19,Higiene,2,150,300,10%,30,330,Maldonado
1752,9/8/19,Otros,8,325,2600,0%,0,2600,Salto
1753,28/7/20,Limpieza,1,423,423,22%,93.06,516.06,Flores
1754,9/5/20,Higiene,1,332,332,10%,33.2,365.2,Montevideo
1755,28/2/20,Limpieza,6,157,942,22%,207.24,1149.24,Rivera
1756,21/2/20,Alimentos,8,283,2264,22%,498.08,2762.08,Treinta y Tres
1757,19/2/20,Alimentos,6,357,2142,22%,471.24,2613.24,Tacuarembó
1758,12/8/20,Otros,4,174,696,10%,69.6,765.6,Rivera
1759,24/3/19,Limpieza,4,468,1872,10%,187.2,2059.2,Paysandú
1760,20/6/19,Otros,8,361,2888,22%,635.36,3523.36,Colonia
1761,5/8/19,Limpieza,2,234,468,0%,0,468,Salto
1762,30/8/19,Alimentos,5,201,1005,10%,100.5,1105.5,Maldonado
1763,2/10/19,Higiene,10,82,820,0%,0,820,Cerro Largo
1764,11/3/20,Limpieza,6,12,72,22%,15.84,87.84,Maldonado
1765,20/2/20,Higiene,1,297,297,10%,29.7,326.7,San José
1766,12/8/20,Otros,4,87,348,10%,34.8,382.8,Canelones
1767,7/9/19,Otros,9,276,2484,0%,0,2484,Montevideo
1768,3/2/20,Higiene,3,303,909,22%,199.98,1108.98,Lavalleja
1769,29/9/20,Higiene,5,164,820,22%,180.4,1000.4,Florida
1770,22/4/20,Limpieza,2,320,640,22%,140.8,780.8,Cerro Largo
1771,8/7/19,Limpieza,6,122,732,0%,0,732,Lavalleja
1772,27/7/19,Alimentos,1,185,185,10%,18.5,203.5,Rocha
1773,12/5/20,Limpieza,10,10,100,22%,22,122,Flores
1774,2/5/19,Higiene,3,396,1188,0%,0,1188,Rocha
1775,15/12/19,Alimentos,10,433,4330,22%,952.6,5282.6,Treinta y Tres
1776,2/11/19,Higiene,10,79,790,22%,173.8,963.8,Paysandú
1777,10/9/20,Bebidas,1,472,472,10%,47.2,519.2,Flores
1778,30/5/19,Higiene,5,249,1245,22%,273.9,1518.9,Paysandú
1779,13/3/19,Higiene,1,10,10,22%,2.2,12.2,Durazno
1780,10/11/19,Alimentos,9,414,3726,0%,0,3726,Lavalleja
1781,14/9/19,Limpieza,10,31,310,22%,68.2,378.2,Durazno
1782,7/6/20,Bebidas,6,320,1920,22%,422.4,2342.4,Montevideo
1783,26/9/19,Limpieza,5,13,65,10%,6.5,71.5,Rocha
1784,14/5/20,Otros,1,279,279,10%,27.9,306.9,Florida
1785,11/9/19,Alimentos,2,425,850,22%,187,1037,Canelones
1786,30/8/20,Otros,5,131,655,10%,65.5,720.5,Río Negro
1787,14/11/19,Limpieza,9,179,1611,22%,354.42,1965.42,Cerro Largo
1788,15/7/19,Alimentos,7,29,203,0%,0,203,Tacuarembó
1789,26/4/19,Alimentos,3,169,507,10%,50.7,557.7,Rocha
1790,18/8/19,Alimentos,3,117,351,10%,35.1,386.1,Rivera
1791,14/4/19,Bebidas,2,445,890,0%,0,890,Maldonado
1792,18/1/19,Alimentos,2,47,94,0%,0,94,Rocha
1793,26/5/19,Limpieza,1,498,498,10%,49.8,547.8,Artigas
1794,28/2/20,Higiene,8,488,3904,0%,0,3904,Colonia
1795,22/3/20,Higiene,8,229,1832,0%,0,1832,Rivera
1796,15/8/20,Alimentos,10,215,2150,10%,215,2365,Rivera
1797,8/9/20,Otros,2,67,134,10%,13.4,147.4,Rivera
1798,21/8/20,Alimentos,5,201,1005,10%,100.5,1105.5,Rivera
1799,5/5/20,Limpieza,3,133,399,10%,39.9,438.9,Río Negro
1800,15/6/19,Higiene,3,174,522,0%,0,522,Soriano
1801,19/8/19,Alimentos,10,234,2340,22%,514.8,2854.8,Maldonado
1802,22/11/19,Alimentos,5,191,955,10%,95.5,1050.5,Maldonado
1803,1/4/20,Otros,6,22,132,10%,13.2,145.2,Colonia
1804,6/5/19,Otros,6,349,2094,22%,460.68,2554.68,San José
1805,8/6/20,Higiene,8,469,3752,22%,825.44,4577.44,Montevideo
1806,30/6/20,Bebidas,4,20,80,22%,17.6,97.6,Cerro Largo
1807,19/9/20,Limpieza,5,357,1785,10%,178.5,1963.5,Canelones
1808,7/9/20,Higiene,4,399,1596,0%,0,1596,Colonia
1809,10/3/19,Limpieza,1,490,490,22%,107.8,597.8,Florida
1810,6/4/20,Bebidas,9,429,3861,10%,386.1,4247.1,Maldonado
1811,10/9/20,Limpieza,5,378,1890,10%,189,2079,Artigas
1812,4/9/20,Bebidas,6,409,2454,22%,539.88,2993.88,Treinta y Tres
1813,1/9/20,Otros,4,336,1344,22%,295.68,1639.68,Artigas
1814,3/7/20,Alimentos,8,367,2936,10%,293.6,3229.6,Maldonado
1815,29/12/19,Limpieza,10,136,1360,10%,136,1496,Rocha
1816,13/9/20,Limpieza,8,466,3728,0%,0,3728,Paysandú
1817,26/6/19,Alimentos,5,308,1540,10%,154,1694,Río Negro
1818,12/7/20,Alimentos,8,195,1560,10%,156,1716,Treinta y Tres
1819,18/8/20,Otros,6,374,2244,22%,493.68,2737.68,Salto
1820,28/8/20,Alimentos,7,206,1442,0%,0,1442,Flores
1821,14/12/19,Higiene,9,245,2205,0%,0,2205,Lavalleja
1822,31/10/19,Otros,3,73,219,22%,48.18,267.18,Flores
1823,9/7/20,Limpieza,1,351,351,10%,35.1,386.1,Flores
1824,7/9/19,Limpieza,3,274,822,10%,82.2,904.2,Lavalleja
1825,20/7/20,Otros,4,315,1260,22%,277.2,1537.2,Rocha
1826,3/9/20,Bebidas,8,194,1552,22%,341.44,1893.44,Florida
1827,21/11/19,Otros,4,136,544,10%,54.4,598.4,Treinta y Tres
1828,1/3/19,Otros,5,156,780,0%,0,780,Cerro Largo
1829,9/5/19,Alimentos,3,359,1077,0%,0,1077,Artigas
1830,7/2/19,Otros,3,140,420,22%,92.4,512.4,Lavalleja
1831,20/10/19,Limpieza,6,17,102,0%,0,102,Canelones
1832,22/9/20,Higiene,8,268,2144,22%,471.68,2615.68,Salto
1833,10/2/19,Otros,9,62,558,10%,55.8,613.8,Artigas
1834,21/6/20,Otros,7,479,3353,0%,0,3353,Treinta y Tres
1835,11/3/20,Bebidas,2,129,258,0%,0,258,Cerro Largo
1836,4/9/19,Limpieza,9,314,2826,0%,0,2826,Durazno
1837,22/5/20,Alimentos,5,292,1460,22%,321.2,1781.2,Paysandú
1838,22/1/20,Bebidas,7,218,1526,0%,0,1526,Maldonado
1839,15/2/19,Limpieza,7,405,2835,10%,283.5,3118.5,Río Negro
1840,10/1/20,Alimentos,7,486,3402,10%,340.2,3742.2,Rivera
1841,30/12/19,Alimentos,9,388,3492,0%,0,3492,Paysandú
1842,27/1/19,Higiene,9,27,243,10%,24.3,267.3,Colonia
1843,19/3/20,Bebidas,6,300,1800,10%,180,1980,Cerro Largo
1844,29/1/20,Bebidas,9,291,2619,22%,576.18,3195.18,Cerro Largo
1845,8/11/19,Otros,8,323,2584,0%,0,2584,Rivera
1846,20/6/20,Higiene,4,225,900,0%,0,900,Soriano
1847,1/8/19,Limpieza,7,477,3339,10%,333.9,3672.9,Soriano
1848,12/3/19,Otros,4,271,1084,10%,108.4,1192.4,Canelones
1849,5/11/19,Alimentos,8,251,2008,10%,200.8,2208.8,Soriano
1850,14/11/19,Higiene,5,197,985,10%,98.5,1083.5,Río Negro
1851,12/8/20,Alimentos,1,341,341,22%,75.02,416.02,Tacuarembó
1852,18/5/20,Limpieza,4,288,1152,0%,0,1152,Flores
1853,3/12/19,Higiene,3,223,669,0%,0,669,Durazno
1854,16/4/20,Alimentos,8,362,2896,0%,0,2896,Maldonado
1855,3/8/20,Limpieza,10,30,300,0%,0,300,Treinta y Tres
1856,13/6/20,Otros,7,406,2842,0%,0,2842,Soriano
1857,12/6/19,Alimentos,1,308,308,22%,67.76,375.76,Florida
1858,26/1/20,Alimentos,8,123,984,10%,98.4,1082.4,Maldonado
1859,10/4/19,Limpieza,3,104,312,10%,31.2,343.2,Florida
1860,22/8/20,Bebidas,3,31,93,10%,9.3,102.3,Tacuarembó
1861,27/9/19,Otros,7,468,3276,10%,327.6,3603.6,Artigas
1862,5/7/19,Alimentos,8,100,800,0%,0,800,Canelones
1863,23/4/20,Limpieza,10,299,2990,22%,657.8,3647.8,Cerro Largo
1864,8/9/19,Bebidas,6,328,1968,22%,432.96,2400.96,Cerro Largo
1865,20/7/20,Alimentos,9,311,2799,22%,615.78,3414.78,Canelones
1866,30/11/19,Limpieza,5,430,2150,10%,215,2365,Soriano
1867,24/1/20,Otros,6,59,354,22%,77.88,431.88,Canelones
1868,21/3/19,Higiene,8,478,3824,0%,0,3824,Cerro Largo
1869,30/3/19,Alimentos,8,171,1368,22%,300.96,1668.96,Treinta y Tres
1870,23/8/20,Otros,3,167,501,0%,0,501,Tacuarembó
1871,27/12/19,Alimentos,8,79,632,22%,139.04,771.04,Florida
1872,13/4/20,Alimentos,4,490,1960,0%,0,1960,Rivera
1873,17/4/20,Higiene,7,433,3031,10%,303.1,3334.1,Paysandú
1874,3/11/19,Higiene,7,267,1869,10%,186.9,2055.9,Artigas
1875,15/12/19,Alimentos,3,40,120,0%,0,120,Salto
1876,18/8/20,Otros,3,345,1035,0%,0,1035,Canelones
1877,30/4/19,Bebidas,10,149,1490,0%,0,1490,Canelones
1878,23/5/20,Limpieza,6,370,2220,10%,222,2442,Tacuarembó
1879,17/5/19,Bebidas,9,63,567,22%,124.74,691.74,Durazno
1880,9/4/19,Alimentos,4,207,828,10%,82.8,910.8,Cerro Largo
1881,7/11/19,Bebidas,2,484,968,10%,96.8,1064.8,Montevideo
1882,18/6/19,Higiene,5,100,500,22%,110,610,Colonia
1883,4/10/19,Limpieza,7,311,2177,22%,478.94,2655.94,Lavalleja
1884,1/5/19,Bebidas,5,86,430,10%,43,473,Durazno
1885,31/12/19,Limpieza,1,36,36,22%,7.92,43.92,Paysandú
1886,17/2/19,Alimentos,5,353,1765,22%,388.3,2153.3,Rocha
1887,1/5/19,Higiene,6,84,504,0%,0,504,Rivera
1888,30/1/20,Bebidas,1,260,260,22%,57.2,317.2,Lavalleja
1889,28/9/20,Otros,5,435,2175,0%,0,2175,Flores
1890,21/4/19,Limpieza,5,402,2010,10%,201,2211,Treinta y Tres
1891,10/10/19,Bebidas,1,340,340,10%,34,374,Canelones
1892,15/2/20,Bebidas,7,253,1771,22%,389.62,2160.62,Salto
1893,19/10/19,Alimentos,5,182,910,10%,91,1001,Artigas
1894,29/3/19,Higiene,9,301,2709,10%,270.9,2979.9,Soriano
1895,27/10/19,Alimentos,3,40,120,10%,12,132,Lavalleja
1896,17/8/19,Alimentos,10,44,440,10%,44,484,Colonia
1897,2/10/19,Alimentos,5,57,285,22%,62.7,347.7,Canelones
1898,2/5/20,Limpieza,5,194,970,10%,97,1067,Tacuarembó
1899,8/4/19,Higiene,10,233,2330,22%,512.6,2842.6,Treinta y Tres
1900,11/9/20,Alimentos,10,342,3420,10%,342,3762,Soriano
1901,28/2/19,Otros,7,420,2940,0%,0,2940,Colonia
1902,27/8/20,Otros,9,329,2961,10%,296.1,3257.1,Maldonado
1903,24/5/20,Higiene,2,426,852,22%,187.44,1039.44,Rivera
1904,25/9/19,Otros,9,159,1431,10%,143.1,1574.1,Rocha
1905,27/2/19,Bebidas,1,364,364,10%,36.4,400.4,Rivera
1906,27/2/19,Otros,5,184,920,0%,0,920,Tacuarembó
1907,5/4/20,Otros,2,474,948,22%,208.56,1156.56,Canelones
1908,4/6/19,Alimentos,8,214,1712,22%,376.64,2088.64,Durazno
1909,24/3/20,Limpieza,2,425,850,10%,85,935,Paysandú
1910,1/6/19,Higiene,1,321,321,10%,32.1,353.1,Salto
1911,28/5/20,Limpieza,6,81,486,0%,0,486,Florida
1912,14/3/19,Bebidas,7,315,2205,0%,0,2205,Salto
1913,25/7/19,Otros,6,378,2268,0%,0,2268,Flores
1914,9/2/20,Higiene,4,392,1568,10%,156.8,1724.8,Río Negro
1915,4/7/19,Alimentos,10,412,4120,22%,906.4,5026.4,Colonia
1916,10/11/19,Alimentos,8,393,3144,0%,0,3144,Salto
1917,28/4/20,Higiene,8,460,3680,22%,809.6,4489.6,Paysandú
1918,17/6/20,Otros,9,183,1647,10%,164.7,1811.7,Canelones
1919,24/9/19,Alimentos,4,85,340,0%,0,340,Colonia
1920,10/6/20,Higiene,10,420,4200,10%,420,4620,Cerro Largo
1921,2/10/19,Bebidas,10,304,3040,10%,304,3344,Treinta y Tres
1922,2/7/19,Higiene,7,496,3472,10%,347.2,3819.2,Colonia
1923,22/2/20,Bebidas,6,398,2388,22%,525.36,2913.36,Durazno
1924,27/5/20,Higiene,1,343,343,0%,0,343,Rocha
1925,26/4/20,Bebidas,3,390,1170,22%,257.4,1427.4,San José
1926,19/3/20,Higiene,4,272,1088,22%,239.36,1327.36,Durazno
1927,23/4/20,Alimentos,6,457,2742,22%,603.24,3345.24,Rocha
1928,14/6/20,Bebidas,5,46,230,10%,23,253,Canelones
1929,25/11/19,Otros,9,485,4365,22%,960.3,5325.3,Montevideo
1930,25/2/20,Alimentos,7,484,3388,22%,745.36,4133.36,San José
1931,16/8/19,Higiene,2,109,218,10%,21.8,239.8,Salto
1932,8/2/20,Alimentos,3,270,810,0%,0,810,Tacuarembó
1933,28/6/19,Limpieza,6,306,1836,22%,403.92,2239.92,Tacuarembó
1934,8/7/20,Higiene,6,72,432,22%,95.04,527.04,San José
1935,11/10/19,Limpieza,5,412,2060,10%,206,2266,Canelones
1936,20/3/20,Bebidas,5,197,985,0%,0,985,Durazno
1937,23/2/20,Otros,5,34,170,0%,0,170,Durazno
1938,31/10/19,Higiene,5,300,1500,0%,0,1500,Río Negro
1939,27/3/20,Otros,9,388,3492,10%,349.2,3841.2,Durazno
1940,29/1/19,Bebidas,4,85,340,0%,0,340,Río Negro
1941,2/9/20,Higiene,1,429,429,10%,42.9,471.9,Soriano
1942,30/12/19,Alimentos,3,77,231,0%,0,231,Florida
1943,9/8/19,Bebidas,3,132,396,10%,39.6,435.6,Soriano
1944,29/2/20,Alimentos,6,23,138,10%,13.8,151.8,Tacuarembó
1945,26/9/20,Alimentos,10,148,1480,10%,148,1628,Montevideo
